53.65 67.15 90.38 90.67 21.96 35.15 45.23 30 60 72.07 75.23 60 96.29 108.7 105.2 90 135.2 150.3 135.2 120 195.1 240 0 150 329.5 351.1 15.23 0 42.49 52.62 63.33 75.35 86.54 98.05 107.5 114.3 111 74.68 40.18 36.25 26.85 14.8 53.96 50.11 82.19 83.39 110.1 117.2 134.9 156.7 16.2 313.6 20.79 28.48 36.1 43.97 51.43 56.03 61.88 68.78 74.99 80.51 87.78 94.32 101.1 108.2 113.8 117.6 125.6 135.3 144.4 153.4 160 162.8 175.6 195.4 213.7 234 254.4 280 307.3 314.8 325.2 337.7 349.8 2.859 12.02 15.03 
24.41 44.82 65.21 44.68 11.35 23.71 30 14.77 47.93 60 60 44.77 84.85 98.04 90 74.77 128.9 150.5 120 104.8 240 284.9 330 0 329.7 344.8 0 344.8 21.95 33.46 44.65 56.67 67.38 77.51 83.75 79.82 45.32 8.993 5.727 12.48 9.864 2.805 37.81 36.61 66.04 69.89 93.15 105.2 103.8 166.4 345.1 323.3 11.81 18.93 25.68 32.22 39.49 45.01 51.22 58.12 63.97 68.57 76.03 83.9 91.52 99.21 105 108 117.1 130.2 142.3 154.8 165.2 172.7 200 225.6 246 266.3 284.6 304.4 317.2 320 326.6 335.6 344.7 354.4 2.38 6.151 
102.4 98.6 114.9 124 50.01 60 75.16 68.95 80.01 90 96.29 84.85 110 120 120 107.9 140 150 142 131.3 170 180 149.5 149.7 0 30 75.07 120 85.62 86.56 91.94 99.98 108.4 117.5 125.4 132.1 134.9 130.1 114 93.71 75.36 55.65 82.23 74.89 102.6 101 124.6 127.9 142.9 153.1 134.4 160 43.4 50.28 58.07 66.93 72.96 75.04 79.37 85.3 91.17 96.98 103 107.4 112.6 118.4 123.3 127 133 139.7 146 152.1 156.1 157.1 163.1 173.8 183.1 191.3 194.8 187.3 193.6 256.2 314.7 351 14.87 36.74 42.83 39.97 
128.3 116.5 131 144 60 69.99 90.33 90.52 90 99.99 108.7 98.04 120 130 132.1 120 150 160 155.1 143.7 180 190 171.1 164.8 210 0 120 164.9 109.9 105.1 107.9 114.6 122.5 131.6 140 148.1 153.4 154.4 146.3 126 105.6 79.99 97.09 86.91 115.4 112.1 137.4 139 157.8 165.1 164.6 184.4 48.71 56.86 66.16 76.88 82.92 83.92 87.94 94.02 100.3 107 113 116.7 121.6 127.4 132.6 137 143 148.8 154.7 160.6 165 167 173.1 181.9 189.7 196.6 200 197.2 203.3 225.1 249 285.3 343.8 46.36 52.67 45.16 
135.3 114.8 135.2 155.6 29.48 51.05 75.23 60 81.96 95.15 105.2 90 120 132.1 135.2 120 156.3 168.7 165.2 150 195.2 210.3 195.2 180 255.1 300 0 210 100.2 96.25 102.5 112.6 123.3 135.3 146.5 158 167.5 174.3 171 134.7 76.2 13.64 86.85 74.8 114 110.1 142.2 143.4 170.1 177.2 194.9 216.7 25.23 37.7 49.78 62.86 72.02 75.03 80.79 88.48 96.1 104 111.4 116 121.9 128.8 135 140.5 147.8 154.3 161.1 168.2 173.8 177.6 185.6 195.3 204.4 213.4 220 222.8 235.6 255.4 273.7 294 314.4 340 7.331 14.84 
89.33 89.62 112.9 126.3 29.67 44.84 60 44.77 71.35 83.71 90 74.77 107.9 120 120 104.8 144.9 158 150 134.8 188.9 210.5 180 164.8 300 344.9 30 0 65.73 72.48 81.95 93.46 104.7 116.7 127.4 137.5 143.8 139.8 105.3 68.99 45.12 23.26 69.86 62.81 97.81 96.61 126 129.9 153.2 165.2 163.8 226.4 26.64 35.63 44.7 54.44 62.38 66.15 71.81 78.93 85.68 92.22 99.49 105 111.2 118.1 124 128.6 136 143.9 151.5 159.2 165 168 177.1 190.2 202.3 214.8 225.2 232.7 260 285.6 306 326.3 344.6 4.352 17.17 20.03 
194.7 129 153.7 186 354 26.29 51.01 345.3 74.9 93.44 107.5 83.75 125.4 140 146.5 127.4 168.4 182.5 183.3 164.7 211.9 227.9 222.5 202 265.6 289.9 280.2 245.7 0 90 104.5 120 134.5 150 164.5 180 194.5 210 224.5 240 300 315.5 75.54 60 120 113.6 156 154.9 191.2 194.9 229.6 240 0 15.54 30 45.54 60 66.39 74.86 85.09 94.91 105.1 114.7 120 126.8 135 142.7 150 158.5 165 172.1 180 186.8 192.6 201.4 210 218.5 227.4 234.7 240 251.2 264 276 288.8 300 310.4 330 345.5 
231 165.3 174 206.3 333.7 5.98 14.68 309 70.06 94.38 114.3 79.82 132.1 148.1 158 137.5 177.5 191.6 195.3 176.7 220 234.6 232.6 213.5 266.6 285.1 276.2 252.5 270 0 120 135.5 150 165.5 180 195.5 210 225.5 240 255.5 284.5 300 60 44.46 130.4 120 168.8 165.1 204 205.1 240 246.4 344.5 0 14.46 30 49.62 60 71.24 83.98 96.02 108.8 120 125.3 132.6 141.5 150 158.6 167.4 173.2 180 187.9 195 201.5 210 217.3 225 233.2 240 245.3 254.9 265.1 274.9 285.1 293.6 300 314.5 330 
254.9 223.8 194.4 224.6 325.6 349.9 340.2 305.7 54.02 86.29 111 45.32 134.9 153.4 167.5 143.8 185.4 200 206.5 187.4 228.4 242.5 243.3 224.7 271.9 287.9 282.5 262 284.5 300 0 150 164.5 180 194.5 210 224.5 240 254.5 270 289.6 300 0 15.54 135.5 120 180 173.6 216 214.9 251.2 254.9 336 348.8 0 10.38 30 45.54 60 75.54 90 105.5 120 126.4 134.9 145.1 154.9 165.1 174.7 180 186.8 195 202.7 210 218.5 225 232.1 240 246.8 252.6 261.4 270 278.5 287.4 294.7 300 311.2 324 
276.7 286.4 220 244.4 326.6 345.1 336.2 312.5 33.71 65.98 74.68 8.993 130.1 154.4 174.3 139.8 192.1 208.1 218 197.5 237.5 251.6 255.3 236.7 280 294.6 292.6 273.5 300 315.5 330 0 180 195.5 210 225.5 240 255.5 270 285.5 300 306.4 344.5 0 120 104.5 190.4 180 228.8 225.1 264 265.1 334.9 345.1 353.6 0 14.46 30 44.46 60 74.46 90 109.6 120 131.2 144 156 168.8 180 185.3 192.6 201.5 210 218.6 227.4 233.2 240 247.9 255 261.5 270 277.3 285 293.2 300 305.3 314.9 325.1 
295.6 320 253.6 263.3 331.9 347.9 342.5 322 25.62 49.94 40.18 5.727 114 146.3 171 105.3 194.9 213.4 227.5 203.8 245.4 260 266.5 247.4 288.4 302.5 303.3 284.7 314.5 330 344.5 0 0 210 224.5 240 254.5 270 284.5 300 311.2 314.9 349.6 0 60 75.54 195.5 180 240 233.6 276 274.9 338.5 347.4 354.7 0 11.24 23.98 36.02 48.76 60 70.38 90 105.5 120 135.5 150 165.5 180 186.4 194.9 205.1 214.9 225.1 234.7 240 246.8 255 262.7 270 278.5 285 292.1 300 306.8 312.6 321.4 330 
315.4 345.6 316.2 285.1 340 354.6 352.6 333.5 26.56 45.1 36.25 12.48 93.71 126 134.7 68.99 190.1 214.4 234.3 199.8 252.1 268.1 278 257.5 297.5 311.6 315.3 296.7 330 345.5 0 15.54 30 0 240 255.5 270 285.5 300 315.5 324 325.1 0 6.392 44.46 60 180 164.5 250.4 240 288.8 285.1 345 353.2 0 5.295 14.86 25.09 34.91 45.14 53.61 60 74.46 90 104.5 120 134.5 150 169.6 180 191.2 204 216 228.8 240 245.3 252.6 261.5 270 278.6 287.4 293.2 300 307.9 315 321.5 330 337.3 
333.7 5.98 14.68 309 348.4 2.499 3.331 344.7 31.94 47.88 42.49 21.95 85.62 109.9 100.2 65.73 174 206.3 231 165.3 254.9 273.4 287.5 263.8 305.4 320 326.5 307.4 344.5 0 14.46 30 44.46 60 0 270 284.5 300 314.5 330 336 334.9 11.24 14.86 49.62 60 120 135.5 255.5 240 300 293.6 352.1 0 6.844 12.57 21.41 30 38.51 47.43 54.71 60 71.24 83.98 96.02 108.8 120 130.4 150 165.5 180 195.5 210 225.5 240 246.4 254.9 265.1 274.9 285.1 294.7 300 306.8 315 322.7 330 338.5 345 
354 26.29 51.01 345.3 357.5 11.63 15.35 356.7 39.98 54.6 52.62 33.46 86.56 105.1 96.25 72.48 153.7 186 194.7 129 250.1 274.4 294.3 259.8 312.1 328.1 338 317.5 0 15.54 30 45.54 60 75.54 90 0 300 315.5 330 345.5 348.8 345.1 23.98 25.09 60 66.39 104.5 120 240 224.5 310.4 300 0 7.914 15.04 21.49 30 37.33 44.96 53.16 60 65.29 74.86 85.09 94.91 105.1 113.6 120 134.5 150 164.5 180 194.5 210 229.6 240 251.2 264 276 288.8 300 305.3 312.6 321.5 330 338.6 347.4 353.2 
14.36 44.64 74.88 43.8 5.395 20.02 26.54 7.377 48.37 62.5 63.33 44.65 91.94 107.9 102.5 81.95 145.6 169.9 160.2 125.7 234 266.3 291 225.3 314.9 333.4 347.5 323.8 14.46 30 44.46 60 74.46 90 104.5 120 0 330 344.5 0 0 353.6 36.02 34.91 71.24 74.86 109.6 120 180 195.5 315.5 300 6.844 15.04 22.67 30 38.51 44.96 52.09 60 66.84 72.57 81.41 90 98.51 107.4 114.7 120 131.2 144 156 168.8 180 190.4 210 225.5 240 255.5 270 285.5 300 306.4 314.9 325.1 334.9 345.1 354.7 0 
40.01 64.35 96.74 106.4 12.12 28.06 38.05 17.51 57.5 71.63 75.35 56.67 99.98 114.6 112.6 93.46 146.6 165.1 156.2 132.5 213.7 246 254.7 189 310.1 334.4 354.3 319.8 30 45.54 60 75.54 90 105.5 120 135.5 150 0 0 15.54 10.38 0 48.76 45.14 83.98 85.09 120 126.4 164.5 180 300 284.5 12.57 21.49 30 38.59 47.43 53.16 60 67.91 75.04 81.49 90 97.33 105 113.2 120 125.3 134.9 145.1 154.9 165.1 173.6 180 194.5 210 224.5 240 254.5 270 289.6 300 311.2 324 336 348.8 0 5.295 
73.64 83.26 115.6 140 14.9 33.44 47.52 23.75 65.4 80.02 86.54 67.38 108.4 122.5 123.3 104.7 151.9 167.9 162.5 142 205.6 229.9 220.2 185.7 294 326.3 351 285.3 44.46 60 74.46 90 104.5 120 134.5 150 164.5 180 0 30 15.54 0 60 53.61 96.02 94.91 131.2 134.9 169.6 180 240 255.5 14.86 25.09 34.91 45.14 54.71 60 66.84 75.04 82.67 90 98.51 105 112.1 120 126.8 132.6 141.4 150 158.5 167.4 174.7 180 191.2 204 216 228.8 240 250.4 270 285.5 300 315.5 330 345.5 0 6.392 
136.2 105.1 135.4 165.6 10.06 34.38 54.27 19.82 72.12 88.06 98.05 77.51 117.5 131.6 135.3 116.7 160 174.6 172.6 153.5 206.6 225.1 216.2 192.5 273.7 306 314.7 249 60 75.54 90 105.5 120 135.5 150 165.5 180 195.5 210 0 0 344.5 70.38 60 108.8 105.1 144 145.1 180 186.4 224.5 240 11.24 23.98 36.02 48.76 60 65.29 72.57 81.49 90 98.59 107.4 113.2 120 127.9 135 141.5 150 157.3 165 173.2 180 185.3 194.9 205.1 214.9 225.1 233.6 240 254.5 270 284.5 300 314.5 330 349.6 0 
160.2 125.7 145.6 169.9 14.36 44.64 74.88 43.8 82.91 97.77 110.1 93.15 124.6 137.4 142.2 126 162.6 175.4 174 157.8 202.2 217.1 206.8 189.9 255.4 285.6 256.2 225.1 120 104.5 109.6 120 131.2 144 156 168.8 180 190.4 195.5 180 0 330 90 74.46 120 114.7 150 150 180 185.3 210 225.5 14.46 30 44.46 60 71.24 74.86 81.41 90 98.51 107.4 115.5 120 126 133.3 140 146.2 153.8 160 166.7 174 180 184.5 192.6 201.5 210 218.6 225.1 228.8 240 255.5 270 285.5 300 315.5 344.5 0 
156.2 132.5 146.6 165.1 40.01 64.35 96.74 106.4 93.09 105.1 117.2 105.2 127.9 139 143.4 129.9 161 172.1 170.1 156.6 194.9 206.9 194.8 182.8 235.6 260 193.6 203.3 135.5 120 120 126.4 134.9 145.1 154.9 165.1 173.6 180 180 164.5 150 0 105.5 90 125.3 120 150 150 174.7 180 194.5 210 30 45.54 60 75.54 83.98 85.09 90 97.33 105 113.2 120 123.5 128.7 135.1 141.1 146.7 153.3 158.9 164.9 171.3 176.5 180 186.8 195 202.7 210 214.9 216 224.5 240 254.5 270 284.5 300 0 15.54 
234.3 199.8 190.1 214.4 315.4 345.6 316.2 285.1 74.36 104.6 134.9 103.8 142.9 157.8 170.1 153.2 184.6 197.4 202.2 186 222.6 235.4 234 217.8 262.2 277.1 266.8 249.9 255.5 240 180 164.5 169.6 180 191.2 204 216 228.8 240 250.4 270 285.5 0 30 150 134.5 180 174.7 210 210 240 245.3 330 345.5 0 15.54 44.46 60 74.46 90 104.5 120 131.2 134.9 141.4 150 158.5 167.4 175.5 180 186 193.3 200 206.2 213.8 220 226.7 234 240 244.5 252.6 261.5 270 278.6 285.1 288.8 300 315.5 
227.5 203.8 194.9 213.4 295.6 320 253.6 263.3 100 124.4 156.7 166.4 153.1 165.1 177.2 165.2 187.9 199 203.4 189.9 221 232.1 230.1 216.6 254.9 266.9 254.8 242.8 240 224.5 195.5 180 180 186.4 194.9 205.1 214.9 225.1 233.6 240 254.5 270 210 0 165.5 150 185.3 180 210 210 234.7 240 314.5 330 344.5 0 60 75.54 90 105.5 120 135.5 144 145.1 150 157.3 165 173.2 180 183.5 188.7 195.1 201.1 206.7 213.3 218.9 224.9 231.3 236.5 240 246.8 255 262.7 270 274.9 276 284.5 300 
282.8 292.7 247.3 257.2 322.2 337.1 326.8 309.9 15.36 45.64 16.2 345.1 134.4 164.6 194.9 163.8 202.9 217.8 230.1 213.2 244.6 257.4 262.2 246 282.6 295.4 294 277.8 300 310.4 315.5 300 240 224.5 229.6 240 251.2 264 276 288.8 300 305.3 330 345.5 0 90 210 194.5 240 234.7 270 270 330 338.6 345.1 348.8 0 15.54 30 45.54 60 75.54 104.5 120 134.5 150 164.5 180 191.2 194.9 201.4 210 218.5 227.4 235.5 240 246 253.3 260 266.2 273.8 280 286.7 294 300 304.5 312.6 321.5 
